"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"526573","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas",NA
"247545","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"537594","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"570154","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"230108","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"259460","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"60344","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"110675","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"236550","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"235543","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"162184","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"7316","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"88301","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"571521","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"102382","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"551576","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"155597","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"327622","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"322045","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massiliatimonae"
"286535","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"141833","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"358564","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"313175","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Janthinobacteriumlividum"
"239263","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"278496","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"166064","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"81997","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"140398","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"225949","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"325947","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"133568","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"97447","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"536196","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"67839","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"287241","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"169981","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"170509","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"323686","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobactercosmopolitanus"
"570301","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobactercosmopolitanus"
"263630","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA
"242288","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA
"324539","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA
"348675","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA
"354510","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"339951","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"7396","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidusbasilensis"
"293752","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidustaiwanensis"
"73191","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA
"33253","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA
"100095","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA
"111660","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA
"293030","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"349239","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"243860","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"191875","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"191848","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"545465","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"320002","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"576928","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"306159","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"170339","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"561367","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"513449","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"173960","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"574956","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"107152","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"310843","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA
"97627","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA
"176635","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA
"263026","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA
"64871","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA
"155949","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"7037","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"374294","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Xenophilus",NA
"593598","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"237073","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"241338","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"245117","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"7088","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"270402","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"45919","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"119723","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"422910","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"37583","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira",NA
"224686","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"142675","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Giesbergeria",NA
"39467","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"328795","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"141709","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"327583","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"74685","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"64550","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"592118","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovoraxdelafieldii"
"575562","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"83899","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Verminephrobacter",NA
"315987","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Verminephrobacter",NA
"89333","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"391129","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovoraxparadoxus"
"521030","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter",NA
"546335","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"547824","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"6939","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"6925","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"579731","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"174693","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"576010","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"6936","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonasterrigena"
"184106","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"6932","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"108777","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"105081","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Lampropedia","Lampropediahyalina"
"137154","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Lampropedia",NA
"571375","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Lampropedia",NA
"271234","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","Brachymonasdenitrificans"
"166388","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","Brachymonasdenitrificans"
"558537","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA
"239064","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA
"103333","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA
"212062","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA
"410688","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA
"265983","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA
"112155","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"152484","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"326023","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"142262","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"141024","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"580578","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"194785","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"302458","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"107879","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"315287","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"113128","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"269558","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"76621","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"534951","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"124653","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"243487","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"102136","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"332569","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"582407","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"250266","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"143875","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"72406","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","Limnohabitanscurvus"
"324241","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"328912","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"342959","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"589483","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"211171","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"229790","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"213853","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"86368","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"89666","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"59902","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquamonas",NA
"62986","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquamonas",NA
"368509","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquamonas","Aquamonasfontana"
"584289","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquamonas",NA
"50139","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquamonas",NA
"325509","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"161340","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"590960","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"230788","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"162964","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"228981","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"23857","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"153263","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","Rhodoferaxferrireducens"
"322506","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"230607","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",NA
"81130","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"141254","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"579946","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"586108","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"144685","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA
