"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"107623",4,7,0,1,0,1,87,2,3,4,154,17,1132,2132,2206,20,14,6,0,1,1,0,5,5,0,0
"120677",0,1,0,0,0,0,6,0,0,1,11,1,5,13,17,0,1,1,0,0,0,0,0,0,0,0
"236679",0,11,8,0,0,0,2,0,0,0,2,0,1,7,1,0,1,0,0,0,0,0,0,0,0,0
"576785",0,1,0,0,0,0,0,0,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6692",2,27,0,0,0,1,3,0,0,0,0,0,2,16,8,0,0,0,0,0,0,0,0,0,1,0
"140458",11,79,1,0,0,5,35,1,8,14,622,7018,146,261,316,2,3,2,1,0,0,0,0,0,1,0
"104408",0,0,0,0,0,1,0,0,0,0,0,1,4,16,15,0,0,5,0,0,0,0,0,0,0,0
"540537",3,22,2,0,0,2,4,0,1,0,1,0,8,19,6,0,0,0,0,0,0,0,0,1,1,0
"555922",0,4,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"106422",0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,20,4,0,0,0,0,0,0,0,0
"69212",0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0
"131456",0,0,0,0,0,0,0,0,0,0,1,0,5,6,9,0,8,1,0,0,0,0,0,0,0,0
"576674",2,102,0,0,0,0,19,0,1,0,28,5,102,239,316,4,0,1,0,0,1,0,0,4,0,0
"161279",9,0,1,0,0,0,19,2,0,0,4,0,19,7,9,1,0,1,0,0,0,0,1,0,0,0
"30390",0,4,0,0,0,0,3,0,0,0,10,0,31,108,50,2,1,0,0,0,1,0,0,0,0,0
"203562",0,1,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"144181",0,0,0,0,0,0,0,0,1,0,1,1,119,134,124,1,0,0,0,0,1,0,0,1,0,0
"551430",0,24,0,0,0,0,3,0,0,0,3,1,29,44,88,0,0,0,0,0,0,0,0,0,0,0
"153255",1,113,0,0,0,1,16,0,1,1,3,4,137,250,466,4,1,0,0,0,0,0,2,1,0,0
"140097",0,5,0,0,0,0,1,1,0,0,6,1,2,13,10,1,1,1,0,0,0,0,0,0,0,0
"570372",0,0,0,0,0,0,0,0,0,0,12,0,5,4,12,1,2,0,0,0,0,0,0,0,0,0
"513084",0,2,0,0,0,0,0,0,0,0,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0
"511268",3,43,2,0,0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
"525767",1,130,14,0,0,0,13,0,0,0,4,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0
"242252",0,2,0,2,1,6,1,0,1,0,2,5,16,21,15,0,0,0,1,0,1,1,0,0,0,0
"6725",0,2,1,0,0,0,0,1,1,0,2,7,4,6,9,1,1,0,0,0,1,0,0,0,0,0
"230074",1,5,2,1,0,1,0,0,1,0,5,8,25,212,131,3,0,1,0,0,0,0,0,0,0,0
"42580",2,8,0,0,0,10,1,0,0,0,2,2,93,346,203,0,3,0,1,0,0,0,0,1,0,0
"6721",0,2,0,0,0,0,0,0,0,0,0,1,0,6,8,1,0,0,0,0,0,0,0,0,0,0
"134476",0,0,0,0,0,10,0,5,1,0,8,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0
"114676",0,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"6713",1,3,0,0,1,0,3,0,0,0,0,0,18,32,52,3,0,0,0,0,0,0,1,1,0,0
"151035",0,0,0,0,0,0,0,0,0,0,24,79,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"208069",0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
"6673",0,3,0,0,0,0,0,0,0,0,10,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0
"139914",0,1,0,0,0,0,0,0,0,0,8,2,9,24,24,0,0,0,0,0,0,0,0,0,0,0
"278532",18,89,1,0,0,0,0,0,1,1,83,5,25,109,99,0,11,0,0,0,0,0,0,0,1,0
"261745",0,0,0,0,0,0,0,0,0,1,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0
"252984",2,644,1,0,0,0,0,0,0,0,0,0,18,39,18,1,0,0,0,0,0,0,0,0,3,0
"102864",23,74,1,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0
"276290",338,876,3,0,1,1,0,0,1,0,0,0,5,37,68,0,0,1,0,0,0,0,0,3,2,1
"142298",1075,506,138,0,2,0,8,0,0,0,0,2,13,36,94,1,0,0,0,0,0,0,0,4,1,0
"404251",0,1,9,0,0,2,0,0,0,0,0,0,0,0,0,2,2,37,1,0,0,0,0,0,0,0
"187854",42,2652,2,0,0,0,4,0,0,0,1,1,3,21,55,1,0,0,0,0,0,0,1,3,5,0
"243583",3,91,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
"510574",0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,0,0,0,0,0,0,0,0,0,0,0
"536176",150,4,1,0,0,1,0,0,0,0,1,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0
"567333",21,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205571",900,1320,159,0,0,1,23,0,2,2,1,7,178,467,822,6,1,1,0,1,1,1,0,8,8,1
"204943",132,505,1,0,0,0,0,0,6,1,5,11,774,1325,1467,9,2,0,0,0,0,2,2,4,2,0
"222917",1,14,3,0,1,6,0,0,3,3,1,3929,35,12,29,0,2,0,0,0,2,0,0,0,0,1
"243674",20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0
"257753",13,11,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"356045",6,4,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"216696",169,161,397,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
"218239",13,187,637,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"557280",67,584,2225,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
"537138",232,286,2081,1,1,1,29,14,0,0,1,0,2,1,1,0,0,0,3,0,0,0,0,1,2,6
"148449",96,269,317,0,0,1,0,0,1,0,0,2,20,52,44,0,1,1,0,1,0,0,0,0,0,2
"188905",207,290,1658,1,0,0,0,0,0,0,1,1,2,8,7,0,0,3,0,0,0,0,0,1,1,3
"240278",42,4,4,0,0,0,0,0,0,0,12,1,0,4,4,0,0,3,0,0,0,0,0,0,0,0
"156101",828,787,2286,2,1,0,14,0,0,1,38,2,24,36,33,9,3,69,1,8,3,0,0,8,5,8
"310913",137,10,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"576127",1742,469,1,2,0,0,0,0,0,0,1,0,4,2,3,0,1,0,1,1,1,0,1,5,1,0
"159590",65,4,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,1,0,0
"508906",966,64,0,0,0,1,0,1,1,1,0,1,4,2,2,0,0,1,0,1,0,0,0,8,0,0
"217902",25,2,1,0,0,0,0,0,0,1,1,4,4,0,1,0,0,0,0,1,1,0,0,0,0,0
"342642",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,53,385,201,0,0,2,1,0
"254959",8,5,0,0,0,0,0,10,1,0,0,0,9,99,158,2,1,0,68,435,110,1,0,2,0,0
"232481",0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,51,0,17,1,2,0,0,0,0,0,0
"117907",1,2,2,0,1,0,1,2,10,3,1,4,14,104,32,3369,241,265,1,8,1,1,1,6,0,2
"552579",42,0,1,0,0,0,0,0,0,0,1,0,8,8,12,0,0,0,0,0,0,0,0,1,0,0
"256389",165,15,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"579423",15,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214210",1,12,7,0,1,0,1,0,6,4,14,34,1570,3839,3778,23,3,0,1,3,2,2,3,6,0,0
"106644",1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,15,1,0,0,0,0,0
"325942",0,2,0,0,0,0,0,0,0,0,1,1,73,84,65,0,0,0,0,0,0,0,1,0,0,0
"556231",5,4,12,0,0,1,1,17,2,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"564412",5,4,1,0,0,1,0,1,4,0,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0
"573582",2,16,51,0,0,0,1,0,2,2,4,15,408,1708,2466,14,1,1,0,3,6,0,0,1,1,1
"233959",43,377,2,0,0,0,1,0,0,0,1,2,21,83,112,2,0,0,0,0,0,0,1,0,2,0
"512321",6,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"253630",20,44,0,0,0,0,0,0,0,0,0,0,4,15,50,0,0,0,0,0,0,0,0,0,0,0
"102883",21,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"541068",0,39,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"159597",20,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"225930",804,300,3,2,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,3,1,0
"572311",374,24,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"253509",267,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"249736",505,6,75,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0
"551139",376,213,37,0,0,0,4,1,1,0,0,0,3,8,15,0,0,0,0,2,0,0,0,0,1,0
"206124",119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"333958",49,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"534686",776,73,163,0,0,1,0,0,0,0,0,1,2,3,18,0,0,0,0,0,2,0,0,3,0,2
"242049",646,0,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1
"361100",2510,719,44,1,0,1,0,0,0,0,1,1,2,3,10,0,0,0,0,5,0,0,0,15,1,1
"533848",215,421,612,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2
"214749",1376,334,255,1,0,0,0,0,0,0,0,1,2,1,11,0,0,0,0,0,0,0,0,6,3,3
"546756",74,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"557496",15,359,5,0,0,0,0,0,0,0,0,0,1,3,8,0,0,0,0,7,0,0,0,0,0,0
"394416",696,590,3,0,0,0,1,0,0,0,0,0,0,8,18,0,1,0,0,3,0,0,0,4,4,0
"169002",153,574,0,0,0,0,0,0,0,0,0,0,2,9,26,0,0,0,0,0,0,0,1,1,2,0
"352105",15,34,3,0,0,0,8,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0
"568985",1,9,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0
"342018",0,2,62,0,0,0,0,0,0,0,7,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0
"557255",9,33,2,0,7,0,1,0,1,0,14,0,6,20,43,0,0,1,0,0,0,0,0,0,0,0
"555446",227,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"86386",262,28,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0
"419579",0,0,0,0,0,0,0,0,0,0,0,0,7,20,34,0,0,0,0,0,0,0,0,0,0,0
"136009",175,47,0,0,0,0,0,0,0,0,0,0,88,203,306,2,0,0,0,9,17,0,0,2,1,0
"242598",8,35,0,1,0,0,1,0,0,0,1,2,85,114,199,2,0,0,0,1,3,1,0,0,1,0
"131220",0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562528",0,1,0,0,0,0,0,0,1,0,0,1,13,92,57,1,0,0,0,3,1,0,0,0,0,0
"138944",0,0,0,0,0,0,2,0,0,0,0,0,9,11,21,0,0,0,0,7,1,0,0,0,0,0
"6772",245,858,8,0,0,0,78,0,3,0,5,5,102,559,765,5,0,0,0,0,0,0,0,6,2,0
"245116",23,29,3,0,0,0,0,0,0,2,54,1,10,40,27,1,1,0,0,0,2,0,1,1,0,0
"145681",0,3,0,0,0,0,0,0,0,0,1,1,2,5,10,0,0,0,0,4,0,0,0,1,0,0
"583038",3,2,1,0,0,0,0,0,0,1,7,1,1,3,6,0,0,0,0,6,0,0,0,0,0,0
"569792",0,2,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"539260",0,1,0,0,0,0,0,0,0,0,1,0,41,215,313,3,0,0,0,0,0,0,0,1,0,0
"109305",0,1,0,0,0,0,0,0,0,0,0,1,2,26,29,0,0,0,0,0,0,0,0,0,0,0
"509637",0,2,5,0,0,0,0,0,0,0,3,0,20,65,56,0,0,0,0,0,0,0,0,1,0,0
"562018",2,83,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"114743",1,0,87,0,0,0,0,0,0,0,1,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0
"583720",1,1,47,0,0,0,0,0,0,0,0,0,3,14,7,0,0,0,0,0,0,0,0,0,0,0
"110861",0,2,111,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0
"200484",0,0,31,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559929",1,3,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"99071",0,16,0,0,0,9,1,2,0,0,1,29,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"204877",0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529615",1,32,1,0,0,0,0,0,0,0,16,1,15,28,29,10,34,9,0,1,1,0,0,0,0,0
"551467",2,220,114,0,0,75,184,50,0,0,4,8,3,8,5,0,0,2,0,0,0,0,0,0,0,2
"255137",3,15,72,0,0,0,5,0,0,3,279,37,6,2,7,0,0,0,0,1,0,0,0,0,0,1
"157564",38,451,174,0,1,0,21,6,0,2,30,11,16,34,17,0,0,0,0,0,0,0,0,0,0,0
"224948",168,151,1,0,0,0,0,0,1,0,2,0,45,33,35,1,0,0,0,0,0,0,0,0,0,0
"533198",3,13,0,0,0,0,29,0,0,0,20,2,7,26,31,0,0,0,0,3,0,0,0,0,0,0
"591499",22,579,2,0,0,2,2,0,1,0,8,0,7,8,29,0,0,0,0,0,0,0,0,0,2,0
"202850",16,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,14,0,0,0,0,0,0
"470759",38,7,0,1,1,3,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
"181996",9,16,1,0,0,1,1,0,0,1,20,3,171,476,220,4,0,0,0,0,0,0,0,1,0,1
"278562",5,47,7,0,0,0,0,0,0,0,11,13,9,24,29,2,0,0,0,0,0,0,0,0,1,0
"94238",0,7,0,0,0,0,3,13,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"313946",1,3,25,0,0,1,2,0,0,0,5,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0
"277795",11,58,0,0,0,11,7,3,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"235428",8,3,0,0,0,0,0,0,0,0,16,111,4,1,3,0,0,0,0,0,0,0,0,0,0,0
"110953",0,1,7,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"105192",16,26,2,0,0,9,0,0,0,0,18,5,1,5,8,0,0,0,0,0,0,0,0,0,0,0
"144767",0,8,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251263",173,349,1208,0,1,34,61,16,2,23,1174,142,438,1409,902,9,2,0,2,3,7,0,0,5,1,9
"587586",0,4,80,0,0,0,0,0,0,0,5,1,82,196,195,1,0,0,0,0,0,0,0,0,1,1
"546154",0,0,5,0,0,1,0,0,0,0,1,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0
"586230",1,14,60,0,0,5,14,1,0,3,140,3,5,10,7,0,0,0,0,0,0,0,0,0,0,0
"303815",1,126,166,0,0,55,113,25,1,0,4,3,6,16,11,0,0,0,0,1,1,0,0,1,1,0
"532409",1,15,19,0,0,0,6,0,0,0,13,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1
"329302",2,9,18,0,0,0,0,0,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
"139019",1,32,38,0,0,0,1,0,0,0,2,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0
"32294",0,3,5,0,0,3,4,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"171310",1,18,27,0,0,3,19,1,0,0,4,0,1,3,2,1,0,2,0,0,0,0,0,0,0,0
"202769",1,13,93,0,0,0,1,2,0,0,91,434,10,12,16,0,0,1,0,1,1,1,1,0,0,0
"7288",15,194,178,0,0,19,64,11,1,4,335,40,3,20,12,0,1,1,0,0,2,0,1,1,2,0
"341548",3,24,22,0,2,0,2,0,0,1,55,13,6,13,6,0,1,0,0,0,0,0,0,0,0,0
"563357",28,6,24,1,0,2,2,0,1,5,159,6,85,214,165,0,0,0,1,1,0,0,0,1,0,0
"526573",0,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247545",0,3,0,0,0,0,10,0,0,0,16,4,2,1,1,0,4,1,0,0,0,0,0,0,0,0
"537594",6,6,5,1,0,0,22,1,0,1,17,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"570154",3,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,3
"230108",307,808,4,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0
"259460",16,53,27,0,0,2,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"60344",71,358,1112,0,0,87,176,33,1,0,1,1,3,2,1,0,0,0,0,1,0,0,0,2,2,1
"110675",55,589,492,0,0,89,352,36,0,0,1,66,2,2,2,0,0,1,0,1,0,0,0,0,4,5
"236550",28,342,382,0,0,9,61,11,1,1,2,20,1,2,3,0,0,0,0,3,0,0,0,0,0,0
"235543",3,6,13,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162184",7,335,59,0,0,0,0,0,0,0,9,6,0,4,3,0,0,0,0,0,0,0,0,0,2,0
"7316",3,44,5,0,0,38,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"88301",1,20,43,0,0,7,16,2,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"571521",181,78,1637,0,1,20,87,2,1,0,0,23,0,1,1,0,1,2,1,0,1,0,1,3,1,5
"102382",19,977,2373,0,0,291,790,179,1,5,5,273,5,11,7,0,0,1,2,0,0,1,0,1,5,4
"551576",1,0,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"155597",12,286,182,0,0,27,71,11,0,0,0,16,0,4,1,0,0,0,1,0,0,0,0,0,2,0
"327622",0,21,11,0,0,3,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322045",6,46,23,0,0,7,16,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"286535",12,808,48,0,1,7,17,0,0,0,1,0,0,3,5,0,1,0,0,0,0,0,0,1,3,0
"141833",1,6,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358564",107,1538,8,0,0,131,120,26,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,8,1
"313175",66,962,758,0,0,344,771,92,2,0,16,68,2,3,4,0,1,0,1,2,2,0,0,8,15,7
"239263",0,8,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"278496",34,432,226,0,0,15,112,25,1,0,0,26,4,12,7,1,0,0,0,1,0,0,0,2,1,4
"166064",1,25,146,0,0,11,29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81997",0,4,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"140398",0,13,3,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"225949",102,2703,455,0,0,279,367,126,1,1,4,43,9,35,9,0,0,1,0,0,1,0,1,1,13,2
"325947",0,0,0,0,0,0,2,0,1,0,53,166,19,18,13,1,0,0,1,0,0,0,0,0,0,0
"133568",21,27,3,0,0,1,1,0,0,0,16,6,19,96,75,0,4,1,2,1,0,0,0,0,1,0
"97447",6,80,0,0,0,0,1,0,0,0,78,60,6,9,7,0,0,0,0,0,0,0,0,0,1,0
"536196",0,1,1,0,0,0,1,0,0,0,4,13,2,1,4,0,0,0,0,0,0,0,0,0,0,0
"67839",0,0,0,0,0,0,6,0,0,1,121,189,28,24,34,1,0,0,0,0,0,0,0,0,0,0
"287241",0,0,0,0,0,0,0,0,2,0,10,68,3,1,2,0,0,0,0,0,0,1,0,0,0,0
"169981",0,0,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"170509",0,198,12,0,0,0,1,0,0,0,2,18,0,10,0,2,3,4,0,0,0,0,0,0,1,0
"323686",3,37,10,0,0,0,0,1,4,32,3169,34,2,3,8,0,29,0,0,0,1,0,0,0,0,1
"570301",0,0,0,0,0,0,0,0,0,0,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"263630",0,0,0,0,0,0,0,0,1,0,34,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"242288",1,17,4,1,0,0,1,0,14,92,7467,13887,144,42,84,1,9,1,1,0,2,5,2,7,1,5
"324539",15,13,9,3,4,0,6,1,18,151,11011,15151,123,28,88,3,5,6,3,2,2,3,1,7,2,7
"348675",1,1,0,0,0,0,1,0,1,0,122,25,1,2,2,0,0,0,0,0,0,0,0,0,0,0
"354510",54,75,24,0,0,0,11,0,0,0,27,3,28,43,61,20,8,116,0,0,0,0,0,1,1,0
"339951",0,1,0,1,0,0,2,0,0,0,1,0,0,8,4,22,61,10,0,0,0,0,0,0,0,0
"7396",21,387,45,0,0,2,0,0,0,1,11,1,5,14,14,167,468,128,0,1,0,0,0,0,2,0
"293752",14,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
"73191",16,141,2,1,2,2,56,1,5,10,737,29,770,1765,1464,52,77,20,0,1,1,0,3,3,1,1
"33253",21,6,3,0,0,1,21,0,4,5,550,7,302,515,531,5,51,10,1,0,0,0,2,1,1,0
"100095",1,5,0,0,0,0,0,0,0,0,18,0,11,15,18,0,0,0,0,0,0,0,0,0,0,0
"111660",0,1,0,0,0,0,0,0,0,0,3,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0
"293030",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,41,3,58,0,0,0,0,0,0,0,0
"349239",4,1,0,0,0,2,2,0,2,0,0,0,2,5,2,156,8,240,0,0,0,0,0,0,0,0
"243860",4,0,0,0,0,0,6,0,1,0,1,1,2,9,3,260,1,57,1,0,1,0,0,0,1,0
"191875",0,0,0,0,0,0,21,0,0,1,12,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0
"191848",1,2,0,0,0,0,5,0,0,2,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"545465",2,88,15,0,0,0,0,0,0,0,7,1,13,50,23,0,2,0,0,0,0,0,0,1,0,0
"320002",4,31,98,1,0,0,3,0,1,6,457,177,122,306,193,1,2,0,1,0,0,0,0,1,1,1
"576928",5,2,0,1,0,0,0,0,0,0,6,0,34,150,110,0,0,0,0,0,0,0,0,0,0,0
"306159",39,77,0,0,0,1,0,0,1,18,1072,56,162,1079,1004,6,0,0,1,0,0,0,0,1,0,1
"170339",157,1461,2693,2,0,1,83,10,3,3,102,6,20,24,20,2,1,2,3,0,0,0,1,5,3,7
"561367",2,6,3,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"513449",0,1,1,0,0,0,0,0,0,0,17,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0
"173960",0,1,0,0,0,0,18,2,0,0,9,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0
"574956",52,84,3,0,0,0,3,0,0,3,33,30,276,356,385,1,0,2,0,0,0,1,0,2,0,0
"107152",1,0,0,0,0,0,3,0,0,7,809,116,11,5,14,0,1,0,0,0,0,0,0,0,1,0
"310843",6,64,1,0,0,10,7,4,0,1,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"97627",610,1255,92,1,0,13,963,19,3,1,13,5,25,51,76,3,0,1,0,0,0,0,0,4,3,1
"176635",0,1,1,0,0,0,25,0,0,0,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"263026",0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"64871",102,200,5,0,2,26,5072,145,16,75,4911,105,83,463,147,5,121,12,3,2,0,0,3,3,3,5
"155949",79,985,1153,0,0,39,71,11,0,0,9,6,26,57,50,0,0,0,0,6,0,1,0,1,4,1
"7037",4,11,149,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"374294",50,369,3,1,0,16,77,6,1,0,10,1,22,39,44,1,0,0,0,0,0,0,0,0,2,0
"593598",99,717,162,0,0,22,255,1,1,1,32,85,79,153,84,0,0,1,0,1,0,2,0,2,3,0
"237073",53,479,424,1,1,15,24,4,1,1,15,7,17,32,28,0,0,0,0,1,0,0,0,2,4,1
"241338",0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0
"245117",0,1,0,0,0,0,1,0,1,0,0,8,5,8,19,0,0,0,0,0,0,0,0,0,0,0
"7088",0,0,0,0,0,0,0,0,0,0,2,1,1,7,2,0,1,0,0,0,0,0,0,1,0,0
"270402",0,0,0,0,0,0,0,0,0,0,1,0,2,8,7,1,0,0,0,0,0,0,0,0,0,0
"45919",1,0,0,0,0,0,0,0,0,0,2,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0
"119723",34,6,0,0,0,0,5,0,1,3,67,16,122,355,320,2,2,0,0,0,0,0,0,2,0,0
"422910",0,6,0,0,0,0,0,0,0,1,11,43,13,33,45,0,0,0,0,0,0,0,0,1,1,0
"37583",1,0,0,0,0,0,0,0,0,0,17,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0
